codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201801,Enero de 2018,1,Andalucia,21,Huelva,21001,Alájar,100,5,11,31,3,20,30,6,4,1,83,6
201802,Febrero de 2018,1,Andalucia,21,Huelva,21001,Alájar,109,5,14,35,3,20,32,5,5,1,92,6
201803,Marzo de 2018,1,Andalucia,21,Huelva,21001,Alájar,106,3,16,38,2,16,31,6,3,2,90,5
201804,Abril de 2018,1,Andalucia,21,Huelva,21001,Alájar,103,2,15,38,3,15,30,5,2,2,88,6
201805,Mayo de 2018,1,Andalucia,21,Huelva,21001,Alájar,107,2,12,38,3,19,33,3,3,1,95,5
201806,Junio de 2018,1,Andalucia,21,Huelva,21001,Alájar,103,3,12,37,2,20,29,3,3,2,90,5
201807,Julio de 2018,1,Andalucia,21,Huelva,21001,Alájar,102,3,12,34,1,21,31,6,3,1,88,4
201808,Agosto de 2018,1,Andalucia,21,Huelva,21001,Alájar,93,4,8,36,2,15,28,6,4,1,78,4
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21001,Alájar,102,6,12,35,4,17,28,5,4,1,87,5
201810,Octubre de 2018,1,Andalucia,21,Huelva,21001,Alájar,109,6,13,36,5,19,30,5,4,2,93,5
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21001,Alájar,96,5,11,32,3,16,29,2,3,2,84,5
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21001,Alájar,103,2,11,35,3,22,30,3,4,4,86,6
201801,Enero de 2018,1,Andalucia,21,Huelva,21007,Aracena,831,32,139,163,25,234,238,45,47,143,531,65
201802,Febrero de 2018,1,Andalucia,21,Huelva,21007,Aracena,833,42,127,164,23,234,243,44,44,144,534,67
201803,Marzo de 2018,1,Andalucia,21,Huelva,21007,Aracena,868,41,160,179,22,232,234,43,73,154,526,72
201804,Abril de 2018,1,Andalucia,21,Huelva,21007,Aracena,866,42,155,175,29,228,237,43,68,159,519,77
201805,Mayo de 2018,1,Andalucia,21,Huelva,21007,Aracena,848,38,144,161,29,236,240,39,66,142,524,77
201806,Junio de 2018,1,Andalucia,21,Huelva,21007,Aracena,782,35,119,155,24,224,225,37,63,130,479,73
201807,Julio de 2018,1,Andalucia,21,Huelva,21007,Aracena,767,33,109,154,25,218,228,42,58,115,482,70
201808,Agosto de 2018,1,Andalucia,21,Huelva,21007,Aracena,813,33,129,174,27,225,225,55,59,134,498,67
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21007,Aracena,832,35,138,166,28,237,228,53,58,130,523,68
201810,Octubre de 2018,1,Andalucia,21,Huelva,21007,Aracena,820,35,137,155,26,238,229,46,55,124,531,64
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21007,Aracena,834,36,135,163,25,234,241,46,52,123,545,68
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21007,Aracena,803,40,128,177,25,206,227,55,47,132,502,67
201801,Enero de 2018,1,Andalucia,21,Huelva,21014,Bonares,308,18,69,89,21,59,52,78,17,41,159,13
201802,Febrero de 2018,1,Andalucia,21,Huelva,21014,Bonares,268,20,49,80,16,53,50,58,12,35,147,16
201803,Marzo de 2018,1,Andalucia,21,Huelva,21014,Bonares,232,17,43,74,11,45,42,40,12,35,131,14
201804,Abril de 2018,1,Andalucia,21,Huelva,21014,Bonares,193,13,30,68,10,40,32,28,11,28,114,12
201805,Mayo de 2018,1,Andalucia,21,Huelva,21014,Bonares,197,8,34,66,13,45,31,44,12,28,105,8
201806,Junio de 2018,1,Andalucia,21,Huelva,21014,Bonares,293,21,49,76,17,76,54,133,12,22,116,10
201807,Julio de 2018,1,Andalucia,21,Huelva,21014,Bonares,341,34,63,82,26,80,56,154,11,27,130,19
201808,Agosto de 2018,1,Andalucia,21,Huelva,21014,Bonares,338,33,61,86,27,75,56,143,11,29,131,24
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21014,Bonares,313,28,63,73,30,70,49,101,13,32,144,23
201810,Octubre de 2018,1,Andalucia,21,Huelva,21014,Bonares,291,29,62,68,27,59,46,77,14,35,142,23
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21014,Bonares,283,18,63,68,26,58,50,70,19,36,139,19
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21014,Bonares,256,17,54,71,22,51,41,64,19,28,127,18
201801,Enero de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1368,58,245,303,56,413,293,361,42,107,802,56
201802,Febrero de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1334,73,240,300,70,368,283,346,44,104,774,66
201803,Marzo de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1228,65,219,299,59,314,272,294,43,124,701,66
201804,Abril de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1063,40,199,282,42,255,245,247,44,104,611,57
201805,Mayo de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1042,40,183,272,32,269,246,252,37,102,601,50
201806,Junio de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1290,37,257,301,55,342,298,519,34,99,585,53
201807,Julio de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1452,59,320,328,73,363,309,673,38,99,585,57
201808,Agosto de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1430,51,297,321,76,382,303,610,40,104,625,51
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1370,53,268,295,76,383,295,498,40,92,684,56
201810,Octubre de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1377,56,271,302,67,378,303,422,42,97,760,56
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1387,60,283,302,66,367,309,445,37,94,752,59
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21021,Cartaya,1317,53,256,300,62,342,304,394,42,102,724,55
201801,Enero de 2018,1,Andalucia,21,Huelva,21030,Chucena,132,11,21,34,21,26,19,22,6,14,77,13
201802,Febrero de 2018,1,Andalucia,21,Huelva,21030,Chucena,122,14,22,28,19,21,18,18,3,13,75,13
201803,Marzo de 2018,1,Andalucia,21,Huelva,21030,Chucena,112,12,18,31,15,20,16,13,6,14,68,11
201804,Abril de 2018,1,Andalucia,21,Huelva,21030,Chucena,90,7,15,30,9,14,15,13,4,12,54,7
201805,Mayo de 2018,1,Andalucia,21,Huelva,21030,Chucena,88,7,19,29,9,12,12,14,4,14,49,7
201806,Junio de 2018,1,Andalucia,21,Huelva,21030,Chucena,113,15,17,33,15,16,17,28,4,12,61,8
201807,Julio de 2018,1,Andalucia,21,Huelva,21030,Chucena,113,11,16,32,19,16,19,24,4,10,66,9
201808,Agosto de 2018,1,Andalucia,21,Huelva,21030,Chucena,119,11,17,33,21,19,18,23,3,16,68,9
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21030,Chucena,123,16,21,34,17,19,16,23,2,13,73,12
201810,Octubre de 2018,1,Andalucia,21,Huelva,21030,Chucena,97,16,12,24,10,21,14,15,2,11,58,11
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21030,Chucena,100,10,14,24,12,22,18,15,3,13,64,5
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21030,Chucena,101,11,14,22,16,20,18,12,5,13,63,8
201801,Enero de 2018,1,Andalucia,21,Huelva,21040,Hinojos,254,17,44,56,11,83,43,62,33,11,143,5
201802,Febrero de 2018,1,Andalucia,21,Huelva,21040,Hinojos,243,19,46,53,13,71,41,55,25,13,144,6
201803,Marzo de 2018,1,Andalucia,21,Huelva,21040,Hinojos,223,17,42,55,8,70,31,42,22,14,138,7
201804,Abril de 2018,1,Andalucia,21,Huelva,21040,Hinojos,213,10,42,55,4,65,37,39,21,18,132,3
201805,Mayo de 2018,1,Andalucia,21,Huelva,21040,Hinojos,192,13,33,44,7,62,33,42,16,12,117,5
201806,Junio de 2018,1,Andalucia,21,Huelva,21040,Hinojos,207,14,38,51,8,58,38,45,11,13,134,4
201807,Julio de 2018,1,Andalucia,21,Huelva,21040,Hinojos,233,15,43,49,11,69,46,62,11,12,146,2
201808,Agosto de 2018,1,Andalucia,21,Huelva,21040,Hinojos,224,15,41,56,7,62,43,62,9,11,140,2
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21040,Hinojos,253,19,40,67,12,71,44,64,13,13,159,4
201810,Octubre de 2018,1,Andalucia,21,Huelva,21040,Hinojos,228,20,34,51,12,69,42,46,12,10,153,7
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21040,Hinojos,229,16,34,52,10,73,44,55,13,11,146,4
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21040,Hinojos,236,14,41,51,10,72,48,65,18,10,141,2
201801,Enero de 2018,1,Andalucia,21,Huelva,21057,Paymogo,112,9,20,22,7,36,18,34,1,15,51,11
201802,Febrero de 2018,1,Andalucia,21,Huelva,21057,Paymogo,105,5,19,22,7,35,17,28,1,15,50,11
201803,Marzo de 2018,1,Andalucia,21,Huelva,21057,Paymogo,103,5,17,27,5,31,18,28,2,18,46,9
201804,Abril de 2018,1,Andalucia,21,Huelva,21057,Paymogo,106,6,19,25,4,34,18,24,3,21,48,10
201805,Mayo de 2018,1,Andalucia,21,Huelva,21057,Paymogo,108,7,18,24,7,34,18,29,3,17,48,11
201806,Junio de 2018,1,Andalucia,21,Huelva,21057,Paymogo,119,8,19,27,5,39,21,38,2,16,53,10
201807,Julio de 2018,1,Andalucia,21,Huelva,21057,Paymogo,134,7,30,27,9,41,20,48,2,16,57,11
201808,Agosto de 2018,1,Andalucia,21,Huelva,21057,Paymogo,139,10,34,26,8,42,19,47,4,15,65,8
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21057,Paymogo,123,7,25,25,8,39,19,39,3,11,62,8
201810,Octubre de 2018,1,Andalucia,21,Huelva,21057,Paymogo,116,6,24,24,7,37,18,31,2,13,63,7
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21057,Paymogo,117,6,26,21,8,35,21,31,4,15,57,10
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21057,Paymogo,120,7,24,23,8,39,19,31,3,17,58,11
201801,Enero de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,2290,88,462,502,101,622,515,293,94,179,1584,140
201802,Febrero de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,2188,91,424,487,112,570,504,281,100,171,1491,145
201803,Marzo de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1864,71,349,443,90,468,443,224,85,180,1245,130
201804,Abril de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1765,67,329,420,86,416,447,208,90,169,1171,127
201805,Mayo de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1728,74,334,406,90,390,434,269,70,160,1102,127
201806,Junio de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1585,73,276,388,72,375,401,307,68,143,945,122
201807,Julio de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1482,59,260,382,70,330,381,299,64,135,870,114
201808,Agosto de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1445,58,244,384,66,329,364,255,68,137,884,101
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1737,69,310,420,90,437,411,246,77,147,1163,104
201810,Octubre de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,1957,84,339,443,113,518,460,238,88,148,1382,101
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,2053,90,357,442,102,580,482,224,82,142,1509,96
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21010,Ayamonte,2143,90,390,475,93,583,512,265,101,178,1502,97
201801,Enero de 2018,1,Andalucia,21,Huelva,21012,Berrocal,41,1,15,10,0,8,7,1,1,7,32,0
201802,Febrero de 2018,1,Andalucia,21,Huelva,21012,Berrocal,36,1,13,9,0,7,6,1,1,4,30,0
201803,Marzo de 2018,1,Andalucia,21,Huelva,21012,Berrocal,33,0,10,10,0,6,7,1,1,4,27,0
201804,Abril de 2018,1,Andalucia,21,Huelva,21012,Berrocal,34,0,9,11,0,7,7,1,1,3,29,0
201805,Mayo de 2018,1,Andalucia,21,Huelva,21012,Berrocal,34,1,8,11,0,6,8,0,1,3,30,0
201806,Junio de 2018,1,Andalucia,21,Huelva,21012,Berrocal,30,2,6,8,0,6,8,0,1,2,27,0
201807,Julio de 2018,1,Andalucia,21,Huelva,21012,Berrocal,26,1,6,11,0,4,4,0,1,3,22,0
201808,Agosto de 2018,1,Andalucia,21,Huelva,21012,Berrocal,31,2,10,11,0,4,4,2,2,4,23,0
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21012,Berrocal,35,2,11,12,0,6,4,1,1,4,29,0
201810,Octubre de 2018,1,Andalucia,21,Huelva,21012,Berrocal,36,2,12,11,0,6,5,2,0,4,29,1
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21012,Berrocal,31,2,7,12,0,6,4,0,1,2,28,0
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21012,Berrocal,31,1,5,13,0,5,7,0,1,3,27,0
201801,Enero de 2018,1,Andalucia,21,Huelva,21017,Calañas,455,15,67,110,22,121,120,60,17,46,292,40
201802,Febrero de 2018,1,Andalucia,21,Huelva,21017,Calañas,457,21,65,113,21,121,116,54,14,54,295,40
201803,Marzo de 2018,1,Andalucia,21,Huelva,21017,Calañas,441,18,61,110,22,113,117,45,17,49,288,42
201804,Abril de 2018,1,Andalucia,21,Huelva,21017,Calañas,406,15,54,108,18,105,106,35,20,47,266,38
201805,Mayo de 2018,1,Andalucia,21,Huelva,21017,Calañas,408,12,50,105,18,108,115,42,18,34,274,40
201806,Junio de 2018,1,Andalucia,21,Huelva,21017,Calañas,431,15,56,114,16,110,120,53,18,42,280,38
201807,Julio de 2018,1,Andalucia,21,Huelva,21017,Calañas,417,15,54,109,13,111,115,58,16,35,273,35
201808,Agosto de 2018,1,Andalucia,21,Huelva,21017,Calañas,420,15,51,114,12,110,118,53,14,33,288,32
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21017,Calañas,420,16,49,104,15,119,117,49,15,27,294,35
201810,Octubre de 2018,1,Andalucia,21,Huelva,21017,Calañas,417,14,49,99,19,116,120,45,18,29,288,37
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21017,Calañas,417,6,55,98,21,121,116,55,18,31,277,36
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21017,Calañas,396,9,46,102,18,108,113,54,15,34,259,34
201801,Enero de 2018,1,Andalucia,21,Huelva,21034,Galaroza,147,2,22,34,11,33,45,6,16,15,104,6
201802,Febrero de 2018,1,Andalucia,21,Huelva,21034,Galaroza,145,5,27,29,9,33,42,7,18,13,100,7
201803,Marzo de 2018,1,Andalucia,21,Huelva,21034,Galaroza,184,8,39,42,11,40,44,7,56,15,99,7
201804,Abril de 2018,1,Andalucia,21,Huelva,21034,Galaroza,189,12,41,39,10,41,46,5,58,13,103,10
201805,Mayo de 2018,1,Andalucia,21,Huelva,21034,Galaroza,186,12,37,40,11,41,45,6,51,14,108,7
201806,Junio de 2018,1,Andalucia,21,Huelva,21034,Galaroza,161,11,33,36,7,31,43,6,42,13,92,8
201807,Julio de 2018,1,Andalucia,21,Huelva,21034,Galaroza,160,4,26,39,8,37,46,9,40,11,95,5
201808,Agosto de 2018,1,Andalucia,21,Huelva,21034,Galaroza,167,8,28,42,7,38,44,17,37,9,100,4
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21034,Galaroza,181,7,32,42,6,44,50,17,34,10,117,3
201810,Octubre de 2018,1,Andalucia,21,Huelva,21034,Galaroza,177,10,28,34,8,50,47,13,28,9,123,4
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21034,Galaroza,162,5,25,39,7,37,49,8,25,10,114,5
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21034,Galaroza,163,8,31,34,7,36,47,14,28,11,106,4
201801,Enero de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",35,2,5,10,2,8,8,0,1,4,30,0
201802,Febrero de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",47,4,7,12,2,10,12,0,1,5,40,1
201803,Marzo de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",48,5,11,12,2,8,10,0,4,5,37,2
201804,Abril de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",48,5,10,12,2,8,11,0,5,5,36,2
201805,Mayo de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",46,4,10,12,2,6,12,0,5,6,33,2
201806,Junio de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",46,3,10,12,2,8,11,0,5,5,35,1
201807,Julio de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",50,3,10,11,2,11,13,0,5,5,37,3
201808,Agosto de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",49,3,10,12,2,9,13,0,5,4,37,3
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",44,2,11,12,1,8,10,1,4,5,32,2
201810,Octubre de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",40,3,10,12,2,5,8,1,4,4,29,2
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",42,3,11,12,1,5,10,1,4,4,31,2
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21051,"Nava, La",42,3,9,12,1,5,12,1,4,4,31,2
201801,Enero de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1784,73,291,330,61,531,498,161,91,152,1236,144
201802,Febrero de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1751,63,287,321,62,523,495,160,82,152,1220,137
201803,Marzo de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1719,59,274,324,57,514,491,146,98,142,1191,142
201804,Abril de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1578,41,235,306,48,473,475,117,88,131,1111,131
201805,Mayo de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1569,32,215,307,49,484,482,130,78,121,1115,125
201806,Junio de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1541,42,197,300,48,467,487,176,81,110,1062,112
201807,Julio de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1542,47,206,289,43,474,483,193,71,109,1056,113
201808,Agosto de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1575,54,210,293,50,476,492,175,79,102,1096,123
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1631,55,215,307,51,509,494,159,84,105,1149,134
201810,Octubre de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1696,58,241,293,57,548,499,154,82,108,1216,136
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1725,56,253,312,57,545,502,161,92,121,1219,132
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21002,Aljaraque,1710,61,263,319,48,527,492,161,97,125,1204,123
201801,Enero de 2018,1,Andalucia,21,Huelva,21025,Cortegana,467,17,83,107,25,128,107,42,24,141,222,38
201802,Febrero de 2018,1,Andalucia,21,Huelva,21025,Cortegana,472,18,84,107,23,130,110,36,24,150,222,40
201803,Marzo de 2018,1,Andalucia,21,Huelva,21025,Cortegana,520,20,99,129,23,140,109,39,68,157,217,39
201804,Abril de 2018,1,Andalucia,21,Huelva,21025,Cortegana,506,23,97,122,23,137,104,37,67,149,213,40
201805,Mayo de 2018,1,Andalucia,21,Huelva,21025,Cortegana,473,26,86,113,21,127,100,33,56,127,216,41
201806,Junio de 2018,1,Andalucia,21,Huelva,21025,Cortegana,449,21,78,108,19,121,102,35,55,130,190,39
201807,Julio de 2018,1,Andalucia,21,Huelva,21025,Cortegana,451,19,80,107,25,121,99,50,44,131,186,40
201808,Agosto de 2018,1,Andalucia,21,Huelva,21025,Cortegana,465,25,87,107,29,119,98,51,51,135,187,41
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21025,Cortegana,477,23,87,112,30,124,101,50,39,143,208,37
201810,Octubre de 2018,1,Andalucia,21,Huelva,21025,Cortegana,476,25,87,97,29,133,105,49,44,127,219,37
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21025,Cortegana,421,16,79,92,13,121,100,38,36,123,194,30
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21025,Cortegana,440,16,83,99,22,116,104,45,43,132,184,36
201801,Enero de 2018,1,Andalucia,21,Huelva,21039,Hinojales,23,2,4,6,0,7,4,3,2,9,8,1
201802,Febrero de 2018,1,Andalucia,21,Huelva,21039,Hinojales,28,2,7,6,2,7,4,3,2,14,8,1
201803,Marzo de 2018,1,Andalucia,21,Huelva,21039,Hinojales,28,4,7,5,1,7,4,3,3,12,9,1
201804,Abril de 2018,1,Andalucia,21,Huelva,21039,Hinojales,27,3,7,3,1,9,4,2,3,12,9,1
201805,Mayo de 2018,1,Andalucia,21,Huelva,21039,Hinojales,31,3,8,4,1,9,6,2,3,13,11,2
201806,Junio de 2018,1,Andalucia,21,Huelva,21039,Hinojales,39,6,7,7,3,10,6,2,3,20,12,2
201807,Julio de 2018,1,Andalucia,21,Huelva,21039,Hinojales,33,4,6,6,3,8,6,2,2,15,12,2
201808,Agosto de 2018,1,Andalucia,21,Huelva,21039,Hinojales,37,6,8,7,3,7,6,2,2,20,12,1
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21039,Hinojales,29,3,6,4,3,8,5,0,2,15,11,1
201810,Octubre de 2018,1,Andalucia,21,Huelva,21039,Hinojales,31,2,8,4,3,8,6,2,2,15,11,1
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21039,Hinojales,25,1,6,3,2,7,6,2,2,12,8,1
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21039,Hinojales,21,2,4,3,1,6,5,1,2,10,7,1
201801,Enero de 2018,1,Andalucia,21,Huelva,21070,Trigueros,759,36,137,173,34,199,180,138,32,68,471,50
201802,Febrero de 2018,1,Andalucia,21,Huelva,21070,Trigueros,747,31,145,167,33,187,184,112,30,74,481,50
201803,Marzo de 2018,1,Andalucia,21,Huelva,21070,Trigueros,709,29,133,176,27,167,177,98,33,85,445,48
201804,Abril de 2018,1,Andalucia,21,Huelva,21070,Trigueros,641,20,101,162,26,156,176,84,25,65,422,45
201805,Mayo de 2018,1,Andalucia,21,Huelva,21070,Trigueros,619,16,108,147,26,157,165,96,25,56,400,42
201806,Junio de 2018,1,Andalucia,21,Huelva,21070,Trigueros,650,25,114,138,30,173,170,142,28,51,386,43
201807,Julio de 2018,1,Andalucia,21,Huelva,21070,Trigueros,673,26,114,145,27,192,169,153,28,57,394,41
201808,Agosto de 2018,1,Andalucia,21,Huelva,21070,Trigueros,671,26,113,152,27,181,172,151,32,57,393,38
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21070,Trigueros,682,26,109,145,32,192,178,136,27,49,426,44
201810,Octubre de 2018,1,Andalucia,21,Huelva,21070,Trigueros,693,28,119,141,36,196,173,126,26,49,446,46
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21070,Trigueros,697,27,121,142,36,191,180,135,29,50,440,43
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21070,Trigueros,704,24,127,154,32,185,182,131,35,64,436,38
201801,Enero de 2018,1,Andalucia,21,Huelva,21019,Campofrío,92,3,12,16,6,23,32,12,3,9,66,2
201802,Febrero de 2018,1,Andalucia,21,Huelva,21019,Campofrío,86,4,10,14,6,24,28,11,3,6,63,3
201803,Marzo de 2018,1,Andalucia,21,Huelva,21019,Campofrío,87,3,13,15,4,23,29,13,4,6,61,3
201804,Abril de 2018,1,Andalucia,21,Huelva,21019,Campofrío,78,3,12,13,2,21,27,10,5,6,55,2
201805,Mayo de 2018,1,Andalucia,21,Huelva,21019,Campofrío,81,2,11,14,3,22,29,12,6,4,58,1
201806,Junio de 2018,1,Andalucia,21,Huelva,21019,Campofrío,69,1,8,12,4,16,28,9,4,4,48,4
201807,Julio de 2018,1,Andalucia,21,Huelva,21019,Campofrío,68,3,6,12,3,16,28,12,4,4,43,5
201808,Agosto de 2018,1,Andalucia,21,Huelva,21019,Campofrío,81,3,9,16,4,20,29,21,5,3,48,4
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21019,Campofrío,85,2,12,12,4,26,29,18,5,4,53,5
201810,Octubre de 2018,1,Andalucia,21,Huelva,21019,Campofrío,89,2,13,14,7,26,27,16,6,5,57,5
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21019,Campofrío,81,2,10,13,4,24,28,15,5,7,51,3
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21019,Campofrío,69,2,7,12,4,21,23,13,6,5,42,3
201801,Enero de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,31,1,4,6,2,5,13,1,0,13,17,0
201802,Febrero de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,31,2,5,5,2,5,12,1,3,13,14,0
201803,Marzo de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,36,3,6,6,1,7,13,2,3,15,16,0
201804,Abril de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,38,2,7,7,1,8,13,1,4,17,16,0
201805,Mayo de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,38,3,6,6,1,8,14,2,4,15,17,0
201806,Junio de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,33,2,4,6,0,6,15,2,3,15,13,0
201807,Julio de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,35,1,4,8,0,7,15,2,3,18,12,0
201808,Agosto de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,34,1,5,7,0,8,13,1,3,19,11,0
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,42,3,6,8,1,9,15,3,4,24,10,1
201810,Octubre de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,38,2,6,6,1,10,13,3,3,22,9,1
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,37,1,5,6,1,12,12,3,3,20,11,0
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21026,Cortelazor,39,2,5,7,1,10,14,3,3,17,16,0
201801,Enero de 2018,1,Andalucia,21,Huelva,21031,Encinasola,115,7,22,24,5,26,31,14,4,21,69,7
201802,Febrero de 2018,1,Andalucia,21,Huelva,21031,Encinasola,105,7,21,19,6,23,29,15,3,17,64,6
201803,Marzo de 2018,1,Andalucia,21,Huelva,21031,Encinasola,120,9,27,25,6,24,29,19,9,18,70,4
201804,Abril de 2018,1,Andalucia,21,Huelva,21031,Encinasola,111,7,23,23,6,23,29,16,8,17,65,5
201805,Mayo de 2018,1,Andalucia,21,Huelva,21031,Encinasola,103,7,18,21,5,21,31,12,10,14,60,7
201806,Junio de 2018,1,Andalucia,21,Huelva,21031,Encinasola,95,6,16,23,4,16,30,13,5,14,54,9
201807,Julio de 2018,1,Andalucia,21,Huelva,21031,Encinasola,98,6,14,25,4,20,29,18,2,12,59,7
201808,Agosto de 2018,1,Andalucia,21,Huelva,21031,Encinasola,106,7,18,28,6,18,29,15,3,16,64,8
201809,Septiembre de 2018,1,Andalucia,21,Huelva,21031,Encinasola,112,9,22,26,8,18,29,14,4,13,70,11
201810,Octubre de 2018,1,Andalucia,21,Huelva,21031,Encinasola,116,9,22,25,6,25,29,14,3,20,69,10
201811,Noviembre de 2018,1,Andalucia,21,Huelva,21031,Encinasola,104,8,19,26,3,20,28,12,2,19,65,6
201812,Diciembre de 2018,1,Andalucia,21,Huelva,21031,Encinasola,97,6,18,21,2,23,27,10,2,18,60,7
201801,Enero de 2018,1,Andalucia,21,Huelva,21035,Gibraleón,1180,41,204,283,36,337,279,222,57,155,671,75
